ari,nmi,sillhouette,db
0.51350868,0.61615398,0.99009901,0.0
0.66235914,0.77952695,0.87398865,0.24156327
0.65528052,0.75185215,0.84173804,0.27123279
0.70999707,0.75250341,0.69476144,0.72146386
0.80544451,0.82634151,0.70535887,0.86310039
0.83140069,0.88030098,0.70930205,0.82418467
0.84760178,0.8983095,0.54616495,0.96993268
0.84911268,0.87464889,0.58248194,0.91018681
0.87021128,0.89053222,0.4726345,0.95205458
