ari,nmi,sillhouette,db
0.49279915,0.51850608,0.57958678,0.52193488
0.37151362,0.41669788,0.47951173,0.68772564
0.50010977,0.54758731,0.39575408,0.93294541
0.82956553,0.80467233,0.39877029,0.93204078
0.8158076,0.79443002,0.39394123,0.98045405
0.848287,0.82044426,0.41091067,0.93842476
0.86361138,0.83471964,0.34749956,1.11960568
0.83089793,0.82287688,0.32512375,1.20138383
0.89612881,0.87702822,0.31067465,1.2779029
